contig,start,end,length,tumor_depth_sum,normal_depth_sum,tumor_mean_depth,normal_mean_depth,log2_tumor_normal,coverage_class
chr21,20000000,25000000,5000000,216369119,310800851,43.273824,62.16017,-0.5225,relative_loss
chr21,25000000,30000000,5000000,222015023,313946008,44.403005,62.789202,-0.4999,neutral_or_low_signal
chr21,30000000,35000000,5000000,210497963,295072740,42.099593,59.014548,-0.4873,neutral_or_low_signal
chr21,35000000,40000000,5000000,175222174,298312671,35.044435,59.662534,-0.7676,relative_loss
chr21,40000000,45000000,5000000,194186942,267233949,38.837388,53.44679,-0.4607,neutral_or_low_signal
chr21,45000000,46709983,1709983,87701131,95268594,51.287721,55.713182,-0.1194,neutral_or_low_signal
chr22,0,5000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr22,5000000,10000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr22,10000000,15000000,5000000,162838875,167154587,32.567775,33.430917,-0.0377,neutral_or_low_signal
chr22,15000000,20000000,5000000,231423192,283890121,46.284638,56.778024,-0.2948,neutral_or_low_signal
chr22,20000000,25000000,5000000,362365701,286117380,72.47314,57.223476,0.3408,neutral_or_low_signal
chr22,25000000,30000000,5000000,526687499,300318661,105.3375,60.063732,0.8105,relative_gain
chr22,30000000,35000000,5000000,519065262,293091717,103.813052,58.618343,0.8246,relative_gain
chr22,35000000,40000000,5000000,459132901,291019234,91.82658,58.203847,0.6578,relative_gain
chr22,40000000,45000000,5000000,418975647,289001467,83.795129,57.800293,0.5358,relative_gain
chr22,45000000,50000000,5000000,468968516,275680912,93.793703,55.136182,0.7665,relative_gain
chr22,50000000,50818468,818468,78429961,45236605,95.825324,55.269852,0.7939,relative_gain
chrX,0,5000000,5000000,318278854,128158771,63.655771,25.631754,1.3124,relative_gain
chrX,5000000,10000000,5000000,229488308,152029537,45.897662,30.405907,0.5941,relative_gain
chrX,10000000,15000000,5000000,150655570,162328354,30.131114,32.465671,-0.1077,neutral_or_low_signal
chrX,15000000,20000000,5000000,116832146,153927912,23.366429,30.785582,-0.3978,neutral_or_low_signal
chrX,20000000,25000000,5000000,119500998,154192380,23.9002,30.838476,-0.3677,neutral_or_low_signal
chrX,25000000,30000000,5000000,117116920,151521347,23.423384,30.304269,-0.3716,neutral_or_low_signal
chrX,30000000,35000000,5000000,107674926,149712229,21.534985,29.942446,-0.4755,neutral_or_low_signal
chrX,35000000,40000000,5000000,111457297,144838019,22.291459,28.967604,-0.3779,neutral_or_low_signal
chrX,40000000,45000000,5000000,115344124,150951005,23.068825,30.190201,-0.3881,neutral_or_low_signal
chrX,45000000,50000000,5000000,111354510,149225184,22.270902,29.845037,-0.4223,neutral_or_low_signal
chrX,50000000,55000000,5000000,113163977,157964324,22.632795,31.592865,-0.4812,neutral_or_low_signal
chrX,55000000,60000000,5000000,154535946,153936784,30.907189,30.787357,0.0056,neutral_or_low_signal
chrX,60000000,65000000,5000000,174156875,138978070,34.831375,27.795614,0.3255,neutral_or_low_signal
chrX,65000000,70000000,5000000,114813740,149843571,22.962748,29.968714,-0.3842,neutral_or_low_signal
chrX,70000000,75000000,5000000,115412277,152877999,23.082455,30.5756,-0.4056,neutral_or_low_signal
chrX,75000000,80000000,5000000,116978994,155120715,23.395799,31.024143,-0.4071,neutral_or_low_signal
chrX,80000000,85000000,5000000,91125845,150010731,18.225169,30.002146,-0.7191,relative_loss
chrX,85000000,90000000,5000000,204232594,146648221,40.846519,29.329644,0.4779,neutral_or_low_signal
chrX,90000000,95000000,5000000,216764554,142952420,43.352911,28.590484,0.6006,relative_gain
chrX,95000000,100000000,5000000,221947711,151106501,44.389542,30.2213,0.5547,relative_gain
chrX,100000000,105000000,5000000,217357021,154588670,43.471404,30.917734,0.4916,neutral_or_low_signal
chrX,105000000,110000000,5000000,220870005,160468232,44.174001,32.093646,0.4609,neutral_or_low_signal
chrX,110000000,115000000,5000000,220556437,151448437,44.111287,30.289687,0.5423,relative_gain
chrX,115000000,120000000,5000000,217942740,153961120,43.588548,30.792224,0.5014,relative_gain
chrX,120000000,125000000,5000000,217469807,152578372,43.493961,30.515674,0.5113,relative_gain
chrX,125000000,130000000,5000000,218356978,147581131,43.671396,29.516226,0.5652,relative_gain
chrX,130000000,135000000,5000000,229933079,152334384,45.986616,30.466877,0.594,relative_gain
chrX,135000000,140000000,5000000,222275341,153795876,44.455068,30.759175,0.5313,relative_gain
chrX,140000000,145000000,5000000,219829311,143008831,43.965862,28.601766,0.6203,relative_gain
chrX,145000000,150000000,5000000,221922287,146472101,44.384457,29.29442,0.5994,relative_gain
chrX,150000000,155000000,5000000,213406650,143748646,42.68133,28.749729,0.5701,relative_gain
chrX,155000000,156040895,1040895,46897075,32862229,45.054568,31.571128,0.5131,relative_gain
chrY,0,5000000,5000000,6480850,3734973,1.29617,0.746995,0.795,relative_gain
chrY,5000000,10000000,5000000,5018202,3125802,1.00364,0.62516,0.6829,relative_gain
chrY,10000000,15000000,5000000,65338066,63029000,13.067613,12.6058,0.0519,neutral_or_low_signal
chrY,15000000,20000000,5000000,829334,720195,0.165867,0.144039,0.2034,neutral_or_low_signal
chrY,20000000,25000000,5000000,933561,762076,0.186712,0.152415,0.2926,neutral_or_low_signal
chrY,25000000,30000000,5000000,1842662,1748227,0.368532,0.349645,0.0759,neutral_or_low_signal
chrY,30000000,35000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chrY,35000000,40000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chrY,40000000,45000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chrY,45000000,50000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chrY,50000000,55000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chrY,55000000,57227415,2227415,20363614,22023041,9.142263,9.887264,-0.113,neutral_or_low_signal
